id,name,process_code,description,process_description
data/random_tenders/698220-2024,Vrijwillige transparantie vooraf - SAAS oplossing van het softwareprogramma ARIS,neg-wo-call,"De RDW maakt sinds 2011 gebruik van het product ARIS voor procesmodellering en architectuurmodellering. Specifieke exclusieve functionaliteiten van ARIS worden door 97 RDW gebruikers in diverse projecten gebruikt. In de loop der jaren heeft dit geresulteerd in ruim 2800 modellen, ruim 28.000 objecten en een ingericht metamodel in ARIS. De afgelopen jaren is er substantieel geïnvesteerd in het gebruik van ARIS (gegevenskoppelingen, opleidingen, handboeken, conventies) hetgeen heeft geleid tot een RDW-specifieke inrichting en het gebruik hiervan. Zo is er geïnvesteerd in de RDW flowhub, een ARIS module met tientallen webpagina’s die specifiek zijn gemaakt voor de RDW. Daarnaast zijn er medewerkers opgeleid en investeringen gedaan door de RDW in specifiek cursusmateriaal. Ook zijn er zeer recente investeringen in rapportages en het ARIS Connect portaal gedaan die niet eenvoudig overdraagbaar zijn naar andere softwareprogramma’s (desinvestering). Per 14-12-2024 loopt het huidige contract a Totaal geraamde waarde van de opdracht betreft €1.000.000,-",Geen mededinging om technische redenen
data/random_tenders/665513-2024,Bomen en Heesters,open,"De Gemeenten hebben haar groenvoorziening hoog in het vaandel staan. Concreet betekent dit dat de Gemeenten jaarlijks de wijken voorzien van kwalitatief hoogwaardige bomen en heesters. 

Het onderwerp van de aanbesteding bestaat uit het leveren van bomen en heesters. De aanbesteding is verdeeld in twee percelen:
•	perceel 1: Bomen; 
•	perceel 2: Heesters. 

Het betreft een gezamenlijke aanbesteding van de gemeente Zoetermeer en de gemeente Westland (penvoerder). Omvang (bomen en heesters) over de afgelopen twee jaar:
-Westland € 500.000,-
-Zoetermeer € 700.000,-
Op basis hiervan is de geraamde waarde over 4 jaar (geen omzetgarantie): € 2,4 miljoen.",
data/random_tenders/704638-2024,Het leveren van bestelwagens,open,"De opdrachtgever is in het kader van onderhavige aanbesteding voornemens een overeenkomst af te sluiten voor de levering van een diesel aangedreven gesloten bestelauto met enkele cabine, diesel aangedreven open bestelauto's met dubbele cabine en elektrisch aangedreven open bestelauto's met dubbele cabine. De levering van 1 diesel aangedreven gesloten bestelauto met enkele cabine.
De levering van 1diesel aangedreven open bestelauto's met dubbele cabine.
De levering van 2 elektrisch aangedreven open bestelauto's met dubbele cabine.",
data/random_tenders/690228-2024,"EA Levering, beheer en onderhoud van de applicatie Burgerzaken",neg-wo-call,"SWO De Wolden-Hoogeveen is voornemens om de Overeenkomst voor levering, beheer en onderhoud van de applicatie Burgerzaken met PinkRoccade B.V. te verlengen. 
Hieronder valt de volgende applicatie-onderdeel:
-	iBurgerzaken, inclusief iVerkiezingen en iVerblijfsobject
De overeenkomst gaat in op 01-01-2024. De initiële looptijd van de overeenkomst betreft vier jaar met een verlengingsoptie van twee keer één jaar. 
Met een beroep op de onderhandelingsprocedure zonder aankondiging vooraf (artikel 2.32, eerste lid onder b onder 2 Aanbestedingswet 2012, met toepassing van artikel 4.16 e.v. Aanbestedingswet 2012) bekend te maken aan de markt teneinde belanghebbenden in de gelegenheid te stellen om eventuele bezwaren tegen deze procedure kenbaar te maken.
Als belanghebbende bezwaar heeft tegen dit voornemen, dan dient u dit binnen een termijn van 20 dagen (vervaltermijn) na publicatie van deze aankondiging kenbaar te maken middels de daarvoor bestemde rechtsmiddelen aan de Aanbestedende Dienst. 1",Zie bijlage.
data/random_tenders/684047-2024,Europees niet-openbare aanbesteding - Nieuwbouw SO Dr. Herderscheeschool te Almelo Installatietechnisch,restricted,"Stichting Speciaal Onderwijs Twente en Oost Gelderland is voornemens
nieuwbouw te realiseren voor SO Dr. Herderscheeschool te Almelo.
De nieuwbouw vindt plaats op het perceel nabij de Vriezenveenseweg 229 te Almelo op braakliggend terrein.

Voor de realisatie van deze nieuwbouw is SOTOG op zoek naar een geschikte, ervaren en professionele partij.

De uitvoerende werkzaamheden worden in 2 verschillende percelen aanbesteed:
- de bouwkundige werkzaamheden
- de installatietechnische (E&W) werkzaamheden

Deze aanbesteding betreft de installatietechnische (E&W) werkzaamheden. De Dr. Herderscheeschool is een school voor Speciaal Onderwijs (cluster 3) geschikt voor 140 leerlingen en bestaat uit 18 lokalen, 1 kooklokaal en een gymlokaal.
De school wordt 2-laags gerealiseerd en de gebruiksoppervlakte zal circa 2850 m² bedragen.",
data/random_tenders/702203-2024,Lias Enterprise Planning en Control,neg-wo-call,Applicatie Lias Enterprise Planning en Control 1,Zie bijlage in TenderNed
data/random_tenders/687747-2024,Medewerker Bereikbaarheid - cluster SB,restricted,"Jij bent van het overzicht behouden. Van ruimtelijke ontwikkeling gaat jouw hart sneller kloppen. Je bent de motor achter de bereikbaarheid van de stad Rotterdam en de coördinatie hiervan.
 
",
data/random_tenders/679581-2024,Functioneel Applicatiebeheer AFAS,open,"Aanbestedende dienst wenst één inschrijver te selecteren, die als kennispartner optreedt voor het functioneel beheer van AFAS Online. De inschrijver geeft aanbestedende dienst gevraagd en ongevraagd advies rondom AFAS Online en de bovengenoemde modules. De inschrijver heeft een multidisciplinair team beschikbaar met specialistische kennis van de diverse modules binnen AFAS Online met de daarbij horende kennis en ervaring met de processen. De aanbestedende dienst zoekt een samenwerkende partner die het functioneel beheer van AFAS als een dienst uitvoert en daarbij ondersteuning biedt aan de afdeling functioneel beheer van de aanbestedende dienst. De inschrijver heeft voldoende capaciteit (flexibele inzetbaarheid), zodat een consultant van de inschrijver met specialistische diepgaande kennis ook andere gerelateerde werkzaamheden voor de opdrachtgever kan oppakken om stagnering van het functioneel beheer van AFAS Online te voorkomen. 
De inschrijver heeft een gestandaardiseerde dienstverl Binnen de gevraagde dienstverlening vallen de onderstaande werkzaamheden:
•	Het leveren van vakinhoudelijke en specialistische kennis en expertise rondom AFAS Online;
•	Het leveren van 2e lijns helpdesk ondersteuning gedurende kantoortijden (van maandag tot en met vrijdag van 8 uur tot 17.00uur) (indicatie: circa 15 meldingen per maand);
•	Drie (3) dagdelen à vier (4) uur per maand consultancy op locatie;
•	Proactieve advisering over AFAS (bijvoorbeeld middels product demonstratie);
•	Doorvoeren en afhandelen van wijzigingen (RFC’s) (indicatie: 3 wijzigingen per maand, gemiddeld 2 tot maximaal 4 uur per wijziging);
•	Jaarlijks wordt door inschrijver een kwaliteitscheck uitgevoerd op de diverse modules door een vakinhoudelijke expert. De inschrijver stelt een rapport op met aanbevelingen wat verstrekt wordt aan aanbestedende dienst en geëvalueerd tussen beide partijen.",
data/random_tenders/689431-2024,crisishulp BNO,neg-wo-call,"inkoop van beschikbaarheid en dienstverlening van crisishulpverlening aan jeugdigen uit de jeugdhulpregio Brabant Noordoost. motivatie voor de onderhandse gunning is bijgevoegd in een bijlage. is deze bijlage niet te raadplegen op TenderNed, dan is deze op te vragen bij rioz@s-hertogenbosch.nl niet vooraf bepaald.",zie publicatie
data/random_tenders/704265-2024,Inhuur Mobiele Kraan + Kraanmachinist  en het verplaatsen van containers d.m.v. een vrachtauto met chauffeur,open,"De Aanbestedende dienst is voornemens een raamovereenkomst te sluiten met één (1) opdrachtnemer, voor de invulling van de behoefte van de inhuur van een mobiele kraan met machinist en vrachtwagen inclusief chauffeur voor het verplaatsen van diverse containers.

De mobiele kraan en machinist zullen worden ingezet op het Milieustraat Farmsum te Farmsum. De werkzaamheden zullen voornamelijk bestaan uit:
•	Het sorteren van afval;
•	Het verkleinen van afval met de sorteergrijper;
•	Het laden van vrachtwagens;
•	Het begeleiden van afvalstromen met de sorteergrijper naar de juiste stortlocatie;
•	Het begeleiden van stortwerkzaamheden;
•	Terreinonderhoud;
•	Bijkomende werkzaamheden, zoals het begeleiden van bezoekers; 640.000,00",
data/random_tenders/664777-2024,Vrachtwagen met oprijlaadbak,open,"Het cluster Areaalbeheer van WL heeft als doel met deze aanbesteding een overeenkomst met één (1) contractant af te sluiten die kan voorzien in de levering van één (1) vrachtwagen met oprijlaadbak.

De opdracht betreft een eenmalige koopovereenkomst. Aanvullend kan een onderhoudsovereenkomst worden afgesloten. € 250.000,00",
data/random_tenders/685609-2024,Landelijk - Produceren en leveren van electronische VTB-relais,open,"Het fabriceren o.b.v. specificaties van ProRail en aansluitend eenmalig leveren van 300 elektronische VTB-relais’. Indien voornoemde aanbesteding een positief resultaat voor ProRail heeft opgeleverd, heeft ProRail in beginsel het voornemen om nadien een nieuwe overeenkomst aan te besteden opdat in totaal 1.200 tot 2.400 elektronische VTB-relais’ geproduceerd en geleverd worden (is totale aantal dus incl. voornoemde 300 stuks) over een periode van maximaal n.t.b. ja(a)r(en) 300",
data/random_tenders/682307-2024,Ontwerpteam nieuwbouw kantoorhuisvesting BAT,restricted,"Het ontwerpen van een grondgebonden, duurzaam gebouw met functie ‘kantoor’, adviseren over de sloop van het bestaande kantoorgebouw en het (her)ontwerpen van het terrein voor parkeren, stallingruimte voor (motor)rijtuigen en groen. De duurzaamheid binnen deze opgave richt zich op een Energieneutraal gebouw (ENG), circulariteit en klimaatadaptatie door het terrein maximaal te ontstenen, te zorgen voor voldoende koele plekken, groen en infiltratie- en bergingsruimte voor regenwater. 1",
data/random_tenders/670482-2024,Europese Aanbesteding Cyberverzekering,open,"Doelstelling van deze aanbestedingsprocedure is het selecteren van één geschikte Dienstverlener of meerdere geschikte Dienstverleners waarmee een overeenkomst met betrekking tot de Cyberverzekering van de Stichting Regionaal Onderwijs Centrum Noordoost-Brabant wordt aangegaan. 300.000,00 euro",
data/random_tenders/677725-2024,Inhuur Projectmanager Nieuwbouw Gemeentehuis,open,De gemeente Sluis heeft de komende jaren behoefte aan één vaste projectmanager om de nieuwbouw van het gemeentehuis voor de gemeente Sluis te begeleiden. Hiervoor is niet voldoende capaciteit aanwezig binnen de teams van de gemeente. Dit capaciteitstekort wil de gemeente aanvullen om de continuïteit te waarborgen door middel van de inhuur van een externe projectmanager Inhuur programmamanager voor gemiddeld 32 uren per week,
data/random_tenders/693706-2024,Sleep- en Bergingsdiensten,open,"De Gemeente Den Haag nodigt gekwalificeerde en ervaren partijen uit om deel te nemen aan deze aanbesteding voor het uitvoeren van sleep- en bergingsdiensten binnen de gemeentegrenzen. Deze diensten omvatten niet alleen het slepen en bergen van voertuigen en vaartuigen, maar ook andere gerelateerde activiteiten zoals het toepassen van wielklemmen, verwijdering van voertuigen, vaartuigen en andere objecten uit de openbare ruimte. Het beschikbaar stellen van opslagfaciliteiten en de vernietiging van vaartuigen en voertuigwrakken. 
",
data/random_tenders/670519-2024,Onderwijsroute gemeente Zutphen,neg-wo-call,Onderwijsroute voor inburgeraars verzorgen. Een aantal klassen per jaar.,"Motivering publicatie verleend uitsluitend recht op grond van artikel 2.32 eerste lid onder b sub 3 van de Aanbestedingswet 

 

Op 14 oktober 2024 heeft de raad van de gemeente Zutphen de ‘Verordening vestiging uitsluitend recht taalschakeltrajecten gemeente Zutphen 2024’ vastgesteld. Daarmee is op grond van artikel 2.24, aanhef onder a van de Aanbestedingswet een uitsluitend recht gevestigd voor de uitvoering van de taalschakelroute mbo-2, mbo-3 en mbo-4 door stichting Regionaal Opleidingen Centrum Aventus. Het uitsluitend recht is verenigbaar met Het Verdrag betreffende de werking van de Europese Unie (VWEU). De verordening is op 18 oktober 2024 bekendgemaakt via het gemeenteblad en is op 19 oktober 2024 in werking getreden. 

 

Op grond van dit verleend uitsluitend recht is in combinatie met artikel 2.32, eerste lid onder b sub 3 van de Aanbestedingswet door het college een overeenkomst gesloten met stichting Regionaal Opleidingen Centrum Aventus voor de duur van drie jaar, met ingang van 1 januari 2025. De overeenkomst kan tweemaal met een jaar worden verlengd. 

 

Het verleend uitsluitend recht is van belang om een kwalitatief goed taalschakeltraject mbo-2, mbo-3, mbo-4 aan te bieden aan inburgeringsplichtigen van de gemeente Zutphen in het kader van een onderwijsroute als bedoeld in artikel 8 Wet inburgering 2021. De taalschakelroute mbo biedt met name jonge inburgeraars de kans om aan te sluiten op het vervolgonderwijs op het mbo, waarmee zij betere aansluiting hebben op de arbeidsmarkt. 

 

De huidige aanbieder van het taalschakeltraject richting mbo-2, mbo-3 en mbo-4 is ROC Aventus.. ROC Aventus biedt een kwalitatief goed mbo- taalschakeltraject aan, dat is ingebed in een mbo- onderwijsomgeving waarmee jongeren een basis krijgen om gemakkelijk door te stromen naar aansluitend vervolgonderwijs. De leslocatie van ROC Aventus is maximaal 25 kilometer verwijderd van de woonplaats van de inburgeringsplichtigen. Met het aanbieden van deze taalschakelroute bij ROC Aventus biedt de gemeente Zutphen de jongeren betere kansen op integratie en duurzame arbeidsmogelijkheden. Nu bekend is dat gemeenten tot en met 2029 verantwoordelijk zijn voor het realiseren van de taalschakelroute, is het wenselijk om het mbo taalschakeltraject tot en met 2029 blijvend uit te laten voeren door ROC Aventus. 

 

De huidige aanbieder ROC Aventus heeft de taalschakelroute opgezet met goedkeuring van de Onderwijsinspectie. De taalschakelroute heeft een zeer goed ingebed aanbod geleverd dat aansluit op zowel het voorafgaand onderwijs (ISK/ ESK/ Entree) en een goede aansluiting op het vervolgonderwijs mbo niveau 2,3,4. Ook is het ontwikkelde netwerk in samenwerking met de gemeente en maatschappelijke organisaties goed van de grond gekomen. Er is sprake van samenwerking met de gemeentelijke consulenten inburgering, maatschappelijke begeleiding, AMV opvang, Internationale Schakelklas en zorgpartners. Door de taalschakelroute blijvend door ROC Aventus uit te laten voeren, wordt de onderwijsinbedding en samenwerking met het lokale netwerk verstevigd. Op dit moment zijn er geen andere partijen in de regio die de taalschakelroute op deze wijze aanbieden. De inbedding in de lokale netwerken en de samenwerking met het Internationale Schakelklas en instroom in het reguliere mbo-onderwijs zijn voor de gemeente Zutphen fundamenteel van belang."
